ID_1;Q16;genere;age_bin;QH_bin;q2_bin;q3_bin;q9_bin;q8_1;q8_2;q8_3;q8_5;q8_7;q8_8;q8_9;q8_10;QE_bin;q14_5;q14_6;q14_3;q14_4;q7_5;q7_7;q7_10;Level3_CS
2649;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2650;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2657;0;0;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;8
2661;0;0;0;0;0;1;1;1;1;1;0;0;1;1;1;0;1;1;1;1;0;0;1;8
2664;0;1;0;0;0;0;0;1;1;1;0;1;1;1;0;0;0;0;1;1;1;0;1;8
2668;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;8
2670;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2672;0;1;0;1;1;1;1;1;1;1;0;1;1;1;1;0;1;0;1;1;1;1;1;8
2676;1;0;0;0;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;1;0;0;8
2685;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2688;0;0;0;1;1;1;0;1;1;1;0;1;0;1;1;0;1;0;0;1;1;1;1;8
2691;0;0;0;1;1;1;0;1;1;1;1;1;1;1;0;0;1;0;1;0;1;1;1;8
2700;1;0;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;8
2705;1;1;0;1;1;1;1;1;1;0;0;1;1;1;1;0;1;0;1;0;1;1;1;8
2706;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2707;1;1;0;0;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;0;1;1;8
2708;1;1;0;0;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2709;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2711;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;0;1;0;1;1;0;1;1;8
2712;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;1;1;1;1;8
2713;1;1;0;0;0;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2714;1;1;0;0;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2716;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;8
2717;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2718;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;0;0;8
2719;0;1;0;0;0;0;0;1;1;1;0;1;1;1;1;0;1;1;1;1;0;1;1;8
2720;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2722;1;1;0;1;0;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;8
2725;0;1;0;0;1;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2727;0;1;0;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2729;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2731;1;1;0;1;1;0;1;1;0;1;1;1;1;0;1;0;0;1;1;1;0;1;0;8
2733;1;1;0;1;1;1;1;0;1;1;0;1;1;1;1;0;1;1;1;0;0;0;1;8
2734;0;1;0;0;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2737;0;1;0;0;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;8
2740;0;0;0;0;1;1;0;0;0;1;1;1;0;1;0;0;0;0;1;1;1;1;1;8
23;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;1;8
356;1;1;0;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;8
362;0;0;0;0;0;0;0;1;1;1;1;1;0;1;1;0;1;0;1;0;1;1;1;8
363;1;0;1;0;0;0;0;0;1;1;1;0;1;1;1;0;1;1;0;1;1;0;1;8
365;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
369;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
373;0;0;1;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
380;1;1;0;1;0;1;0;1;1;1;1;1;1;1;0;0;1;0;1;1;1;1;0;8
385;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;8
387;0;0;1;0;0;0;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;8
390;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
399;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;8
403;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
411;1;0;1;0;0;0;0;1;1;1;0;1;1;0;1;0;1;0;1;1;0;0;0;8
415;0;0;1;0;1;0;0;1;1;1;1;1;0;1;0;0;1;0;1;1;1;0;1;8
419;0;0;1;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
422;0;1;0;0;0;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
423;0;1;1;0;0;1;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;1;1;8
427;0;1;1;0;1;1;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;8
429;1;1;1;0;1;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2323;0;1;1;0;0;0;0;0;1;1;0;1;0;1;1;0;1;1;1;1;0;0;0;8
2324;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2325;1;0;1;0;0;1;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;8
2327;0;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;8
2332;0;0;1;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2333;0;0;1;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2334;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;0;1;0;1;0;1;8
2336;1;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;8
2337;0;0;1;0;0;1;0;1;0;1;1;1;1;1;0;0;1;0;1;1;1;1;1;8
2341;0;0;1;0;0;0;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;8
2347;1;0;0;0;0;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2349;0;0;0;0;0;0;1;1;1;0;0;1;1;1;1;0;1;0;1;0;0;0;1;8
2350;1;1;0;0;1;0;0;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;8
2354;0;1;0;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;0;8
2355;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2357;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;8
2363;0;0;1;0;0;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2368;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2370;1;0;1;0;1;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;8
2378;0;0;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;8
2385;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;8
2387;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2396;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;8
2399;1;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2401;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2404;0;0;1;0;1;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2416;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
2417;0;0;0;0;0;1;0;0;1;1;1;1;1;1;0;0;1;1;1;1;0;1;0;8
2420;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0;1;1;8
2431;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2436;0;1;1;0;0;0;0;1;1;1;0;1;1;1;1;0;1;0;1;1;1;0;1;8
2437;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
2448;0;0;1;0;0;0;0;0;1;1;1;1;1;1;1;0;1;0;1;0;1;1;1;8
2449;1;0;0;0;1;0;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;8
2450;0;0;1;0;0;1;0;1;1;1;1;1;1;1;0;0;0;0;1;1;1;1;0;8
2456;0;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2461;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
2463;0;0;1;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;0;8
2469;1;1;0;0;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2473;1;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;1;0;1;1;1;1;0;8
2474;0;0;1;0;1;1;0;0;0;1;1;1;1;1;1;0;0;0;1;1;1;0;1;8
2475;1;1;0;1;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2476;0;0;1;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;0;8
2483;0;0;0;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;8
2487;0;1;1;0;0;0;0;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;8
2491;1;0;1;1;1;1;0;1;1;1;0;1;0;1;0;0;0;0;1;1;1;1;1;8
2495;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2496;1;1;0;0;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2497;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;8
2499;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;1;8
2506;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;0;8
2516;1;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;8
2519;1;0;1;0;1;1;0;1;0;1;1;1;0;1;1;0;1;0;1;1;1;1;1;8
2524;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;1;1;8
2525;1;0;1;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2531;0;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;8
2535;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;8
2543;1;0;1;0;0;0;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;0;8
2547;1;1;0;1;1;1;1;1;1;1;1;1;0;1;0;1;0;0;1;1;1;1;1;8
2549;0;0;1;0;0;1;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;8
2551;0;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;8
2552;0;1;1;0;0;1;0;1;1;1;0;1;0;0;0;0;0;0;0;1;1;1;1;8
2553;1;1;0;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2555;1;0;1;0;0;1;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;8
2570;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2572;1;0;1;0;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2574;1;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;8
2579;1;0;1;0;1;0;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;8
2584;1;1;1;1;1;0;0;0;0;0;0;0;1;1;0;0;1;0;1;1;1;1;1;8
2585;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;8
2586;1;0;0;1;0;0;0;1;1;1;1;1;0;1;0;0;1;1;1;1;1;1;1;8
2587;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2598;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;0;0;0;1;1;1;1;1;8
2600;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2601;0;0;0;0;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;8
2608;0;0;1;0;0;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2610;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;8
2611;0;1;1;0;0;1;0;1;1;1;0;1;1;1;0;0;1;0;1;1;1;1;0;8
2617;1;0;0;1;1;0;0;1;1;1;1;1;1;1;1;0;1;0;1;1;0;0;0;8
2619;0;0;1;0;0;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2621;1;0;0;1;0;0;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;8
2631;1;1;0;0;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2638;1;0;1;0;0;0;0;1;1;1;0;0;0;1;1;1;0;0;1;1;1;1;0;8
2642;0;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;8
2645;0;0;0;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2648;1;1;0;1;1;1;1;1;0;1;0;1;1;0;0;0;1;1;1;1;1;1;1;8
2651;0;0;1;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2654;0;1;1;0;0;0;0;1;0;1;0;1;1;1;0;0;1;1;1;1;1;1;1;8
2665;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;8
2666;1;1;1;0;1;1;0;1;1;1;0;1;0;1;0;0;0;0;1;1;1;1;1;8
2679;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2682;0;0;1;0;1;0;0;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;8
2687;0;0;1;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2693;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2696;1;1;0;1;1;0;1;1;1;1;1;1;0;1;1;0;1;0;1;1;1;1;1;8
2728;1;1;1;0;0;0;0;1;0;1;1;1;1;1;1;0;1;0;1;1;1;1;0;8
2730;0;1;0;0;1;1;0;0;1;0;1;0;1;1;1;0;1;1;0;1;1;0;1;8
2736;0;1;0;0;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2738;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;1;8
21;0;1;1;1;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;1;1;0;0;8
25;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
26;1;0;1;0;1;1;0;1;1;1;0;1;1;1;1;0;1;0;1;1;1;1;1;8
355;0;1;1;1;1;1;0;1;1;1;0;1;0;0;1;0;1;1;1;1;1;1;1;8
358;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
375;0;1;1;0;0;0;1;1;1;1;0;1;0;1;1;0;0;0;1;1;0;1;1;8
376;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;8
378;0;1;1;0;1;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
379;0;0;1;0;0;0;0;1;0;1;1;1;1;1;0;1;0;0;1;1;1;1;1;8
386;1;1;1;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0;1;1;1;1;1;8
389;0;0;1;1;0;1;0;1;1;1;1;1;1;1;0;1;0;0;1;1;1;1;0;8
401;0;0;1;0;0;1;0;1;1;1;0;1;1;1;1;0;1;0;0;1;1;1;1;8
402;0;1;1;0;0;1;0;1;1;1;0;1;1;1;0;0;1;1;1;1;1;1;1;8
404;0;1;1;0;0;1;0;1;1;1;1;1;1;1;1;0;0;0;1;1;0;0;0;8
416;1;1;1;0;1;0;1;1;1;1;0;1;1;1;1;0;1;0;1;1;1;1;1;8
420;0;1;1;0;0;0;0;1;1;1;1;1;1;1;0;0;1;0;1;1;1;1;0;8
421;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;8
424;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
426;1;1;1;0;0;0;0;1;1;1;1;1;0;0;1;0;0;1;1;1;1;1;1;8
428;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;8
2326;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;8
2335;0;0;1;1;0;0;0;1;0;1;0;1;1;1;0;0;1;0;1;0;1;1;1;8
2343;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2351;1;1;1;0;1;0;0;1;0;1;1;1;1;1;0;0;1;0;1;1;1;1;1;8
2352;0;1;1;0;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;0;8
2353;0;0;1;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2359;0;0;1;0;1;0;0;1;1;1;0;1;1;1;1;1;0;0;1;1;1;1;1;8
2360;1;0;1;0;0;0;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;8
2361;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;8
2365;1;1;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;8
2369;0;0;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;0;8
2372;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2373;0;1;1;0;0;0;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;8
2386;0;0;1;0;0;0;1;0;1;1;1;1;1;1;0;0;1;0;1;1;1;1;1;8
2388;0;0;1;1;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2392;0;0;1;0;0;0;0;1;1;1;1;1;0;1;0;0;0;1;1;0;1;0;1;8
2395;0;0;1;0;0;0;0;0;1;1;0;0;1;1;1;0;0;0;1;1;0;0;0;8
2400;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;0;0;0;8
2402;0;1;1;0;1;1;0;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;8
2403;0;0;1;0;1;0;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;8
2407;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2412;1;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2414;0;0;1;0;0;1;0;1;1;1;0;1;1;1;1;0;0;0;1;1;1;1;1;8
2415;0;0;1;0;0;0;0;1;1;1;0;1;1;1;1;0;1;0;1;1;1;1;1;8
2418;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;8
2422;0;0;1;0;0;0;1;0;1;1;0;1;1;1;1;0;1;0;1;1;0;0;1;8
2430;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;8
2432;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;1;0;0;1;1;1;1;8
2438;0;1;1;0;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2440;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;8
2442;1;0;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;1;1;1;1;1;8
2443;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2447;1;0;1;0;1;1;0;1;1;0;1;1;0;1;0;0;1;1;1;1;1;1;1;8
2451;0;0;1;0;1;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;0;8
2452;0;1;1;0;0;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2454;1;1;1;0;1;1;1;1;1;0;1;0;0;1;1;0;0;0;1;1;1;1;0;8
2455;0;1;1;0;1;1;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;8
2458;1;1;1;0;1;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2460;0;0;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;8
2465;1;1;1;0;1;0;0;1;1;0;1;0;1;1;0;0;1;0;1;1;0;0;1;8
2467;0;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2471;0;0;1;0;0;0;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;0;8
2472;0;1;1;0;0;0;0;0;0;1;0;1;0;1;0;0;1;1;1;1;1;1;1;8
2477;0;1;1;0;0;1;0;1;1;1;1;1;0;1;1;0;1;0;1;1;0;0;0;8
2479;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2481;0;0;1;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2484;0;0;1;0;0;0;0;0;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;8
2488;0;1;1;0;1;0;0;1;1;1;1;1;1;1;0;0;0;0;0;1;1;1;1;8
2490;0;1;1;0;0;1;0;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;8
2492;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;0;8
2493;0;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;8
2498;1;0;1;0;0;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2502;0;0;1;1;1;0;0;1;1;1;1;1;1;1;0;0;1;0;1;1;1;1;0;8
2503;0;0;1;0;1;1;0;1;1;0;1;1;1;1;0;0;1;0;1;1;1;1;1;8
2504;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;8
2507;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2508;1;1;1;0;1;0;0;1;1;1;1;0;0;1;0;0;1;0;1;1;1;1;1;8
2511;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2514;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;8
2517;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;8
2518;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;8
2520;1;1;1;0;1;1;0;1;1;1;1;1;1;1;0;0;1;0;1;1;1;1;1;8
2522;0;0;1;0;1;0;0;1;1;1;0;1;0;1;0;0;1;1;1;1;1;0;0;8
2527;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;8
2528;1;0;1;0;0;0;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;8
2530;0;1;1;1;0;0;0;1;1;1;0;1;1;1;0;0;1;0;1;1;1;0;0;8
2532;0;0;1;0;0;0;0;1;1;1;1;1;0;1;0;0;1;0;0;1;1;1;1;8
2534;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2554;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;0;1;8
2557;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2559;1;1;1;0;0;0;0;1;1;1;1;1;0;1;1;0;0;0;1;0;0;1;1;8
2560;1;0;1;1;1;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2562;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;8
2563;0;0;1;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;1;1;1;1;1;8
2565;0;0;1;0;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;8
2567;0;1;1;0;1;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2568;1;1;1;0;1;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2571;1;1;1;1;1;0;1;0;0;0;1;1;1;0;1;0;0;0;0;1;1;1;0;8
2573;0;0;1;0;0;1;1;1;1;1;1;1;1;1;0;0;1;0;1;1;1;1;1;8
2576;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2580;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;8
2590;1;1;1;0;1;0;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;8
2591;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;8
2592;0;0;1;0;1;0;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;8
2593;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;8
2596;0;1;1;0;1;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2599;0;0;1;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;1;1;1;1;1;8
2602;0;0;1;0;1;0;0;0;0;1;0;0;0;1;1;0;1;0;1;1;1;1;1;8
2603;0;1;1;0;1;1;0;1;1;1;1;1;1;1;0;0;1;1;1;0;0;0;0;8
2604;1;1;1;0;1;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;1;1;1;8
2605;0;0;1;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2607;1;1;1;0;1;0;0;1;1;1;1;1;0;0;1;0;1;1;1;0;1;0;1;8
2616;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2623;1;0;1;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;8
2627;0;1;1;1;1;1;0;1;1;1;0;1;1;1;1;0;0;0;0;0;1;1;1;8
2628;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;8
2629;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
