ID_1;Q16;genere;age_bin;QH_bin;q2_bin;q3_bin;q9_bin;q8_1;q8_2;q8_3;q8_5;q8_7;q8_8;q8_9;q8_10;QE_bin;q14_5;q14_6;q14_3;q14_4;q7_5;q7_7;q7_10;Level3_CS
242;1;0;0;0;1;1;1;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;4
243;1;0;0;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
244;0;0;0;0;0;0;0;0;1;0;1;0;1;1;1;1;1;0;1;1;1;1;1;4
249;0;1;0;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;0;4
252;0;0;0;0;1;1;0;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;0;4
253;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;1;1;0;1;0;4
257;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;1;0;0;1;1;0;4
263;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;1;1;0;1;1;1;1;1;4
265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
266;1;1;0;0;1;0;1;0;1;1;0;1;0;1;1;0;1;1;1;1;1;1;1;4
267;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
272;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
273;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;4
274;1;1;0;1;0;1;0;1;1;1;0;0;1;1;0;0;1;0;1;1;1;1;1;4
1493;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4
1494;0;1;0;0;1;0;1;1;1;0;1;1;1;0;1;0;1;0;1;1;0;1;1;4
1503;0;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;4
1504;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;4
1505;0;0;0;0;0;0;0;1;1;1;0;1;1;1;0;0;1;0;1;1;0;0;0;4
1506;1;0;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4
1509;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1519;1;1;0;0;1;0;1;1;0;1;1;1;1;0;1;0;1;1;1;1;0;1;1;4
1521;0;0;0;0;1;0;0;1;0;1;1;1;1;1;1;0;1;0;1;1;0;0;0;4
1526;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;0;4
1528;1;1;0;0;0;0;0;1;1;1;0;1;0;1;1;0;1;1;1;1;1;1;1;4
1532;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1535;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4
1542;1;1;0;0;1;1;1;0;0;1;0;1;1;1;1;0;0;1;1;1;1;0;1;4
1543;1;1;0;0;1;1;1;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1550;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;4
1553;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
1558;1;1;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;4
1559;1;1;0;0;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;4
1560;0;0;0;0;1;0;0;1;1;0;1;0;1;0;0;0;1;1;1;1;1;1;1;4
1574;0;1;0;0;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0;1;1;1;4
1577;1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;4
1582;1;1;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;1;4
1593;1;1;0;0;0;0;0;0;1;1;1;1;0;1;1;0;1;0;1;1;1;1;1;4
1603;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1604;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1606;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;4
1608;0;1;0;0;0;1;0;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;4
1614;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;4
1620;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1625;1;0;0;0;1;1;1;1;1;1;1;1;0;0;1;0;1;1;1;1;0;1;0;4
1628;1;0;0;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1632;1;0;0;0;1;1;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;4
1636;0;1;0;0;0;1;1;1;1;0;1;1;1;0;1;0;1;0;1;1;1;1;1;4
1639;1;0;0;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1641;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;4
1642;1;1;0;0;1;0;1;1;1;1;1;0;1;1;1;0;1;1;1;0;1;1;1;4
1643;1;1;0;1;1;0;0;0;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;4
1644;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4
1645;1;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;0;4
1651;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;4
1655;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;4
1665;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1672;0;0;0;0;1;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;1;4
1679;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1684;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;1;0;1;0;0;1;4
1685;0;0;0;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1688;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1692;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;1;0;0;4
1695;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1697;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1698;0;1;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;4
1715;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4
1717;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1722;0;1;0;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1727;1;0;0;0;0;1;0;1;0;1;1;1;0;0;0;0;1;1;1;1;0;1;1;4
1735;0;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4
1736;1;0;0;0;1;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1738;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;4
1739;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1744;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1746;0;0;0;0;1;1;0;0;1;1;1;1;1;1;0;0;1;1;1;1;0;1;1;4
1757;0;0;0;0;1;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1758;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;1;4
1759;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1762;1;1;0;0;1;0;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;4
1763;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;4
1766;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;4
1768;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;4
1769;1;0;0;0;1;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;4
1770;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;4
1771;0;0;0;0;1;0;1;1;0;1;1;1;0;0;1;0;1;0;0;1;0;0;1;4
1773;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1777;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1779;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1785;1;0;0;0;0;1;0;1;0;1;1;1;1;0;1;0;1;0;1;1;1;1;1;4
1792;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;4
1794;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1817;1;1;0;0;0;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1824;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;4
1841;1;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;4
1844;0;1;0;0;1;0;1;1;1;0;1;1;1;1;0;1;0;1;1;1;1;0;1;4
1851;1;1;0;0;1;0;1;1;1;0;1;1;1;0;1;0;1;1;0;1;1;1;1;4
1876;1;1;0;0;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;1;0;0;1;4
1894;0;1;0;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;4
1901;1;1;0;0;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1903;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1904;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
210;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;4
211;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
220;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4
221;0;1;0;1;0;0;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;4
224;1;1;0;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
231;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
232;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;4
235;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4
239;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;0;1;0;1;0;0;0;0;4
240;1;1;0;0;0;0;0;1;0;0;1;1;1;1;0;0;0;0;1;1;1;1;1;4
245;1;0;0;0;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;4
246;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4
251;1;1;0;0;1;1;1;1;1;1;0;1;1;0;0;0;1;1;1;0;1;1;0;4
255;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
258;0;1;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4
259;0;1;0;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
262;1;0;0;0;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;1;4
264;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
271;0;0;0;0;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
275;0;0;0;0;0;1;0;0;1;1;1;0;0;1;1;0;1;0;1;0;1;1;1;4
276;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;4
277;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
278;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
279;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;4
1483;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1488;1;1;1;0;1;0;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;4
1489;1;1;0;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4
1491;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1492;1;0;0;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;4
1497;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;1;1;0;0;4
1498;1;0;0;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1500;0;0;1;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1507;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4
1510;0;1;0;0;0;0;0;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;4
1512;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;4
1517;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;4
1518;0;0;0;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1524;1;0;0;0;0;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1529;1;0;0;1;1;1;0;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1530;1;1;0;1;0;0;0;1;1;1;0;1;1;1;0;0;0;0;1;1;1;1;1;4
1533;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1534;0;1;0;0;1;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1536;0;0;0;0;1;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;4
1538;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1545;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;4
1551;1;0;1;0;1;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1552;0;0;1;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;4
1554;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1562;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;4
1565;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1573;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;0;4
1576;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
1578;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1584;1;1;0;0;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1590;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;4
1595;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4
1600;0;0;0;1;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1601;0;1;1;1;0;0;0;0;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;4
1607;1;0;1;1;1;0;0;0;0;1;1;1;1;1;0;0;1;0;1;1;0;0;0;4
1616;1;0;1;0;1;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1618;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1622;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;4
1629;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;4
1630;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;4
1631;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;4
1648;0;0;1;0;0;0;0;1;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;4
1650;0;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4
1653;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1654;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;4
1658;0;1;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4
1660;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1664;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1667;1;0;1;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1669;0;0;1;0;1;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;4
1673;0;0;1;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1677;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1682;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
1683;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1686;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1691;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1693;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;0;4
1700;1;0;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;4
1701;1;0;0;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;1;4
1703;1;1;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;1;4
1704;0;0;0;0;0;1;0;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;4
1705;1;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;4
1710;1;1;0;1;1;0;0;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;4
1714;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1718;0;1;0;1;0;1;0;1;0;1;0;1;0;1;1;0;0;0;1;1;1;1;1;4
1723;1;1;0;0;0;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1724;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1728;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;4
1729;1;0;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;4
1730;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;4
1731;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;4
1733;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1740;1;1;1;0;0;1;0;1;0;1;1;1;1;1;0;0;1;0;1;1;1;1;0;4
1741;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;4
1745;1;1;0;0;1;0;1;1;1;1;1;1;1;1;0;0;1;0;1;1;1;1;1;4
1747;1;0;0;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1751;0;1;0;0;1;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1753;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1760;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4
1761;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4
1765;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
1772;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;4
1775;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4
1778;1;0;1;0;0;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1784;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4
1788;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1802;1;0;1;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1805;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;4
1806;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1807;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1809;1;0;1;0;0;1;0;1;1;1;1;1;1;1;0;1;0;0;1;1;1;1;1;4
1816;1;1;0;0;0;0;0;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;4
1820;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
1821;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;0;4
1822;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1823;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1827;1;0;0;0;0;0;0;0;1;1;0;1;1;1;1;0;1;1;0;1;1;1;1;4
1829;0;1;1;1;0;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;1;4
1832;0;0;1;0;0;1;0;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;4
1833;1;0;0;0;0;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1836;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;4
1839;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1840;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1843;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1846;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
1847;1;1;0;1;1;1;1;1;0;1;1;1;1;1;0;0;1;0;1;1;1;0;1;4
1850;1;0;0;1;1;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1854;1;0;1;0;1;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1858;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;4
1859;0;0;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;1;0;0;4
1868;0;0;1;0;1;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1873;0;0;1;0;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;1;1;1;1;4
1877;1;1;1;0;0;0;0;1;1;0;1;1;0;1;0;0;0;0;0;0;1;1;0;4
1878;0;1;0;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1885;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1886;0;1;0;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1887;0;1;1;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
14;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
209;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;4
212;0;0;1;0;0;0;1;1;1;1;1;1;0;1;1;0;1;0;1;1;1;1;1;4
217;1;0;1;0;0;0;0;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;4
225;0;1;1;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
227;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;4
230;0;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;4
233;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;0;0;4
234;0;0;1;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
237;0;1;1;0;1;1;0;1;1;1;1;1;0;1;1;0;0;1;1;1;1;1;1;4
248;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
250;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
254;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;4
256;0;1;1;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0;1;1;1;1;0;4
260;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
261;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
268;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;4
1486;0;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;4
1487;0;1;1;0;0;0;0;1;1;1;0;1;0;1;0;0;1;1;1;1;0;1;0;4
1496;0;0;1;0;0;0;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;4
1499;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;4
1501;1;0;1;0;1;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1513;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;4
1516;1;0;1;0;0;0;0;1;1;1;1;1;1;1;0;0;1;0;1;1;0;1;0;4
1522;0;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4
1525;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;4
1527;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;1;4
1531;0;0;1;0;0;1;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;4
1539;1;1;1;0;0;0;0;0;1;1;1;0;0;1;0;1;0;0;0;1;1;1;1;4
1540;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;4
